R,No. Pedido,INFO,OT,MP,ML UV,ML TOTAL,ANCHO,M2,Cve,Cliente,Sku item,Descripcion,ABCD,F.Pedido,F.Lib,F. Soli. Clie,F. Venci. Ped,"F. Emb.
Plan",F. MODIFICADA,F. PT ENTREGA,Dias Lib,Dias Venci.,C.Orded.,C.Surtida,C.XSurtir,Existencia,U/M,Total,Vend,VENDEDORES,Nota
*,I0ETI29012-1,RETENIDO,,,,,,,C12057P,DISTRIBUIDORA MODELO EN VILLA NICOLAS ROMERO,12057I0002A,ETIQ. TT 102x152 R500 C3 AZUL P-297,C, 16/01/24, 16/01/24, 03/02/24, 03/02/24,03/02/2024,,,29,10,20.00,0.00,20.00,0.00,RL,"3,263.71",118,Martin Rodriguez,"Por favor, enviar a CEDIS CDMX"
,I0ETI29512-1,LIB FLXR,OE00049220,M0549163-220,84.138,9086.904,0.22,1999.11888,N10851P,CODIFLEX,10851B0004A,TD10216500-TI ETIQ TD 4X6.5 R-250 C-1,C, 29/01/24, 29/01/24, 16/02/24, 16/02/24, 19/02/24,16/2/2024,,16,-3,100.00,0.00,100.00,0.00,MI,"26,356.14",39,Alejandro de Mata,
,I0ETI29527-1,PT,OE00049287,M0549247-225,9.922,535.788,0.225,120.5523,BA3362P,BACHOCO ( CELAYA ),03362I0324B,ETIQ. F&E PIERNA CON MUSLOS DE POLLO,C, 29/01/24, 29/01/24, 16/02/24, 16/02/24, 19/02/24,,10/2/2024,16,-3,50.00,0.00,50.00,50.00,MI,"2,720.00",59,Cynthia Garay,
,I0ETI29527-2,LIB NP4,OE00049288,M0549247-225,52.39,2829.06,0.225,636.5385,BA3362P,BACHOCO ( CELAYA ),03362I0408A,ET 102x102mm P- AMARILLO TRASPASO,C, 29/01/24, 29/01/24, 16/02/24, 16/02/24, 19/02/24,19/2/2024,,16,-3,50.00,0.00,50.00,0.00,MI,"21,887.50",59,Cynthia Garay,
,I0ETI29527-3,LIB NP4,OE00049461,M0549247-225,52.39,2829.06,0.225,636.5385,BA3362P,BACHOCO ( CELAYA ),03362I0409A,ET. 102x102mm P- AZUL SALIDA,C, 29/01/24, 29/01/24, 16/02/24, 16/02/24, 19/02/24,19/2/2024,,16,-3,50.00,0.00,50.00,0.00,MI,"21,887.50",59,Cynthia Garay,
,I0ETI29527-4,PT,OE00049322,M0549247-225,9.922,1071.576,0.225,241.1046,BA3362P,BACHOCO ( CELAYA ),03362I0325C,ETIQ. F&E FILETE DE PECH DE POLLO SIN HU,C, 29/01/24, 29/01/24, 16/02/24, 16/02/24, 19/02/24,,13/2/2024,16,-3,100.00,0.00,100.00,150.00,MI,"5,440.00",59,Cynthia Garay,
,I0ETI29876-1,PT,,M0151319-305,293.6,3170.88,0.305,967.1184,N10435P,COMERCIALIZADORA DE POLLOS Y CARNES CAVAZOS,50000B0065A,ETIQ. TD TORREY 57 X 40 R-1000 C-38 B/34,A, 12/02/24, 12/02/24, 18/02/24, 17/02/24, 19/02/24,,13/2/2024,2,-4,10.00,0.00,10.00,37.00,CJ,"16,292.10",205,Gabriela Chapa,
*,I0ETI29078-1,RETENIDO,,,,,,,C12385P,INTER HOSP,M2225-TC15,KT-TC15-ROLATAM,C, 17/01/24, 17/01/24, 04/02/24, 03/02/24,04/02/2024,,,28,9,4.00,0.00,4.00,0.00,PZ,"49,354.53",206,Victor Vázquez,
*,I0ETI29078-2,RETENIDO,,,,,,,C12385P,INTER HOSP,M2225-ZD21,ZD4A042-301E00EZ,C, 17/01/24, 17/01/24, 04/02/24, 03/02/24,04/02/2024,,,28,9,2.00,0.00,2.00,0.00,PZ,"29,042.43",206,Victor Vázquez,
*,I0ETI29091-1,RETENIDO,,,,,,,NE7141P,SPRAYLAB,07141B0003C,MANGA SELLO DE GARANTIA,E, 17/01/24, 17/01/24, 16/02/24, 16/02/24,16/02/2024,,,28,-3,"1,400.00",0.00,"1,400.00",0.00,MI,"171,990.90",79,Jaime Blasques,PEDIDO LIGADO AL WETI018261
,I0ETI29594-1,LIB DCR,OE00049289,M0151306-310,26.99,2623.428,0.31,813.26268,C10230D,INDUSTRIAS FERDI,10230B0009A,ETIQ. TT 5.8X2  R/3000  C/P C-3,C, 31/01/24, 31/01/24, 18/02/24, 17/02/24, 19/02/24,21/2/2024,,14,-4,90.00,0.00,90.00,0.00,MI,"11,958.19",120,Pedro Roblero,
,I0ETI29599-1,LIB DCR,OE00049294,M0549205-305,129.5,69930,0.305,21328.65,N10411P,FABRICANTES DE EQUIPOS PARA REFRIGERACION,00111B0003C,12900450 KIT 20 ROLLOS WLABEL ESP,C, 31/01/24, 31/01/24, 18/02/24, 17/02/24, 19/02/24,22/2/2024,,14,-5,500.00,0.00,500.00,0.00,CJ,"304,190.00",59,Cynthia Garay,
*,I0ETI29096-1,RETENIDO,,,,,,,N12279P,MUNDO SALSA,12279I0001A,MANGA GOLOS BOKADOS 300 G.,E, 17/01/24, 17/01/24, 16/02/24, 16/02/24,16/02/2024,,,28,-3,50.00,0.00,50.00,0.00,MI,"24,679.97",79,Jaime Blasques,PEDIDO LIGADO AL WETI18006
,I0ETI29565-1,COMERCIALIZACION,,MAQUILA,,0,0,0,N10411P,FABRICANTES DE EQUIPOS PARA REFRIGERACION,02939R0051A,ROLLO PAPEL TERMICO 57 X 60 EN BOLSA,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24,N/A,,,15,-4,200.00,0.00,200.00,0.00,RL,"3,288.00",59,Cynthia Garay,
,I0ETI29604-1,LIB FLXR,OE00049290,M0549196-245,15.875,5143.5,0.245,1260.1575,C11468D,AG ELECTRONICA,11468B0002A,ETIQ. TT 76X44 C1 R1000,C, 31/01/24, 31/01/24, 18/02/24, 17/02/24, 19/02/24,17/2/2024,,14,-5,300.00,0.00,300.00,0.00,MI,"21,145.26",179,Guadalupe Gomar,
,I0ETI29749-1,LIB NP3,OE00049229,M0151319-225,51.59,2005.8192,0.225,451.30932,CT8944P,TIENDAS TRES B,08944I0003A,ETIQ. TD 4 X 8 C/P R/500 C-3 GREEN,B, 06/02/24, 06/02/24, 18/02/24, 17/02/24, 19/02/24,19/2/2024,,8,-5,36.00,0.00,36.00,72.00,RL,"6,840.00",175,Anthuan Perez,fecha de entrega: 22 febrero
*,I0ETI29129-1,RETENIDO,,,,,,,NE7141P,SPRAYLAB,09052I0001J,MANGA ACEITE NUTRIOLI 180ML,E, 18/01/24, 18/01/24, 17/02/24, 17/02/24,17/02/2024,,,27,-4,120.00,0.00,120.00,0.00,MI,"81,502.19",79,Jaime Blasques,
*,I0ETI29130-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0015A,ETIQ. 3155837 3 EN 1 ACEITE ROJO 500 ML,C, 18/01/24, 18/01/24, 27/02/24, 27/02/24,27/02/2024,,,27,-13,60.00,0.00,60.00,0.00,MI,"70,162.80",79,Jaime Blasques,PEDIDO LIGADO AL WETI18136
,I0ETI29749-2,LIB NP3,OE00049230,M0151319-225,51.59,2005.8192,0.225,451.30932,CT8944P,TIENDAS TRES B,08944I0002A,ETIQ. TD 4 X 8 C/P R/500 C-3 BLUE,B, 06/02/24, 06/02/24, 18/02/24, 17/02/24, 19/02/24,19/2/2024,,8,-5,36.00,0.00,36.00,12.00,RL,"6,840.00",175,Anthuan Perez,fecha de entrega: 22 febrero
*,I0ETI29145-1,RETENIDO,,,,,,,ct6010p,ESTAFETA MEXICANA,06010I0006H,ETIQ. ESTAFETA TD 99X149 GUÍA 007 R250,C, 18/01/24, 18/01/24, 28/03/24, 28/03/24,28/03/2024,,,27,-43,999.00,0.00,999.00,0.00,MI,"272,527.20",79,Jaime Blasques,"FACTURAR Y EMBARCAR EL 30 DE MARZO, ENTREGAR EL 4 DE ABRIL"
*,I0ETI29147-1,LIB NP5,OE00049356,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0037A,ETIQ. 3169091 VANISH PINK ARMAGEDON 900G,C, 18/01/24, 18/01/24, 19/02/24, 19/02/24,19/02/2024,,,27,-5,30.00,0.00,30.00,0.00,MI,"43,797.30",79,Jaime Blasques,
*,I0ETI29148-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0038A,ETIQ. 3169092 VANISH PINK ARMAGEDON 450G,C, 18/01/24, 18/01/24, 19/02/24, 19/02/24,19/02/2024,,,27,-5,50.00,0.00,50.00,0.00,MI,"48,275.50",79,Jaime Blasques,
,I0ETI29749-3,LIB NP3,OE00049231,M0151319-225,51.59,2005.8192,0.225,451.30932,CT8944P,TIENDAS TRES B,08944I0001A,ETIQ. TD 4X8 C/P R/500 C-3 AMARILLO,B, 06/02/24, 06/02/24, 18/02/24, 17/02/24, 19/02/24,19/2/2024,,8,-5,36.00,0.00,36.00,12.00,RL,"6,840.00",175,Anthuan Perez,fecha de entrega: 22 febrero
,I0ETI29627-1,LIB NP2 OE00049063,,M0044361-230,15.36,49.7664,0.23,11.446272,PA2138P,COPPEL,02138I0092A,6884 ETIQUETA FASHION MARKET CELULARES P,C, 31/01/24, 31/01/24, 18/02/24, 17/02/24, 19/02/24,17/2/2024,,14,-5,3.00,0.00,3.00,0.00,PQ,"1,140.81",59,Cynthia Garay,
,I0ETI29628-1,LIB NP2,OE00049063,M0044361-230,15.36,82.944,0.23,19.07712,PA2138P,COPPEL,02138I0092A,6884 ETIQUETA FASHION MARKET CELULARES P,C, 31/01/24, 31/01/24, 18/02/24, 17/02/24, 19/02/24,17/2/2024,,14,-5,5.00,0.00,5.00,0.00,PQ,"1,901.35",59,Cynthia Garay,
,I0ETI29577-1,SUAJE,OE00049095,suaje,0,0,0,0,N12091D,AVIDEG DE MEXICO,SUAJE,CARGO POR SUAJE,C, 30/01/24, 31/01/24, 17/02/24, 17/02/24,N/A,,,14,-4,1.00,0.00,1.00,0.00,PZ,"6,866.28",182,Clelia Sanchez,
,I0ETI29579-1,LIB XL,OE00049330,M0549197-225,65.09,702.972,0.225,158.1687,SU5300P,BACHOCO (MERIDAII),03362I0464A,ET. SMO 4707 ALITAS PICOSITAS INST FC,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,17/2/2024,,15,-4,10.00,0.00,10.00,0.00,MI,"2,754.00",59,Cynthia Garay,
,I0ETI29579-10,LIB NP4,OE00049328,M0549247-280,118.534,1280.1672,0.28,358.446816,SU5300P,BACHOCO (MERIDAII),05300I0089B,ET CAJA EXHIB BONELESS PYL 2022,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,19/2/2024,,15,-4,10.00,0.00,10.00,0.00,MI,"21,343.50",59,Cynthia Garay,
,I0ETI29579-11,LIB NP4,OE00049332,M0549247-280,118.534,1280.1672,0.28,358.446816,SU5300P,BACHOCO (MERIDAII),05300I0096A,ETIQ CAJA EXHIB TROZOS DE PECHUGA 2022,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,19/2/2024,,15,-4,10.00,0.00,10.00,0.00,MI,"21,343.50",59,Cynthia Garay,
,I0ETI29579-12,LIB NP4,OE00049334,M0549247-280,118.53,1280.124,0.28,358.43472,SU5300P,BACHOCO (MERIDAII),05300I0072C,ETIQ CAJA EXHIB TENDER A 2022,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,19/2/2024,,15,-4,10.00,0.00,10.00,0.00,MI,"21,343.50",59,Cynthia Garay,
,I0ETI29579-13,LIB NP4,OE00049335,M0549247-275,118.53,1280.124,0.275,352.0341,SU5300P,BACHOCO (MERIDAII),05300I0093B,ETI09011 ETIQ CAJA EXHIB ALITAS PICOSAS,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,19/2/2024,,15,-4,10.00,0.00,10.00,0.00,MI,"21,343.50",59,Cynthia Garay,
,I0ETI29579-14,PT,OE00049337,M0549197-225,65.08,702.864,0.225,158.1444,SU5300P,BACHOCO (MERIDAII),03362I0465B,ETI08759 ET. SMO TIRAS DE PECH 1.36KG,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,,12/2/2024,15,-4,10.00,0.00,10.00,0.00,MI,"2,754.00",59,Cynthia Garay,
,I0ETI29579-15,PT,OE00049339,M0549197-225,65.09,702.972,0.225,158.1687,SU5300P,BACHOCO (MERIDAII),03362I0432A,ET. SMO 5161 TENDER EMPANIZADO 700GR,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,17/2/2024,12/2/2024,15,-4,10.00,0.00,10.00,10.00,MI,"2,754.00",59,Cynthia Garay,
,I0ETI29579-2,PT,OE00049342,M0549197-225,65.09,702.972,0.225,158.1687,SU5300P,BACHOCO (MERIDAII),03362I0458A,ET. SMO 4736 TIRAS DE PECH GRILL 8.1KG,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,17/2/2024,12/2/2024,15,-4,10.00,0.00,10.00,10.00,MI,"2,754.00",59,Cynthia Garay,
*,I0ETI29196-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222B0007B,"KIT ETIQ 50021854 TT 4""X2"" R3000 C/RIBBO",C, 20/01/24, 20/01/24, 30/03/24, 30/03/24,30/03/2024,,,25,-45,390.00,0.00,390.00,0.00,MI,"41,067.00",79,Jaime Blasques,
,I0ETI29579-3,PT,OE00049343,M0549197-225,65.09,702.972,0.225,158.1687,SU5300P,BACHOCO (MERIDAII),03362I0452A,ET. SMO 4798 NUGGET GRANEL 5KG,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,17/2/2024,12/2/2024,15,-4,10.00,0.00,10.00,10.00,MI,"2,754.00",59,Cynthia Garay,
,I0ETI29579-4,PT,OE00049344,M0549197-225,65.09,702.972,0.225,158.1687,SU5300P,BACHOCO (MERIDAII),03362I0467A,ET. SMO 4570 ALITA PICOSITA FC 8.4KG,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,17/2/2024,12/2/2024,15,-4,10.00,0.00,10.00,10.00,MI,"2,754.00",59,Cynthia Garay,
*,I0ETI29218-1,LIB NP5,OE00049397,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0053A,ETIQ. 3152621 LYSOL CITRICO 820 ML FTE,C, 22/01/24, 22/01/24, 15/02/24, 15/02/24,15/02/2024,,,23,-1,100.00,0.00,100.00,0.00,MI,"39,359.00",79,Jaime Blasques,
*,I0ETI29219-1,LIB NP5,OE00049400,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0024C,ETIQ. 50036803 VANISH PINK 1.75 L. FTE.,C, 22/01/24, 22/01/24, 15/02/24, 15/02/24,15/02/2024,,,23,-1,50.00,0.00,50.00,0.00,MI,"26,349.50",79,Jaime Blasques,
*,I0ETI29220-1,LIB NP5,OE00049215,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0006C,ETIQ. 50036800 VANISH PINK 450 ML. REV.,C, 22/01/24, 22/01/24, 15/02/24, 15/02/24,15/02/2024,,,23,-1,500.00,0.00,500.00,0.00,MI,"36,440.00",79,Jaime Blasques,
*,I0ETI29225-1,LIB NP5,OE00049460,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0054A,ETIQ 3152622 LYSOL CITRICO 820 ML REV,C, 22/01/24, 22/01/24, 15/02/24, 15/02/24,15/02/2024,,,23,-1,60.00,0.00,60.00,0.00,MI,"5,941.20",79,Jaime Blasques,
*,I0ETI29226-1,LIB NP5,OE00049403,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0055A,ETIQ 3152623 LYSOL PODERMARINO 820ML FTE,C, 22/01/24, 22/01/24, 15/02/24, 15/02/24,15/02/2024,,,23,-1,100.00,0.00,100.00,0.00,MI,"39,566.00",79,Jaime Blasques,
*,I0ETI29227-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0026C,ETIQ. 50036804 VANISH WHITE 435 ML. FTE.,C, 22/01/24, 22/01/24, 15/02/24, 15/02/24,15/02/2024,,,23,-1,100.00,0.00,100.00,0.00,MI,"22,301.00",79,Jaime Blasques,
*,I0ETI29230-1,LIB NP5,OE00049405,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0029C,ETIQ. 50039753 VANISH WHITE 435 ML. REV.,C, 22/01/24, 22/01/24, 19/02/24, 19/02/24,19/02/2024,,,23,-5,200.00,0.00,200.00,0.00,MI,"14,452.00",79,Jaime Blasques,
*,I0ETI29231-1,LIB NP5,OE00049462,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0028C,ETIQ. 50037071 VANISH WHITE 900 ML. FTE.,C, 22/01/24, 22/01/24, 19/02/24, 19/02/24,19/02/2024,,,23,-5,100.00,0.00,100.00,0.00,MI,"38,664.00",79,Jaime Blasques,
*,I0ETI29232-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0025C,ETIQ. 50037070 VANISH WHITE 1.7 L. FTE.,C, 22/01/24, 22/01/24, 19/02/24, 19/02/24,19/02/2024,,,23,-5,50.00,0.00,50.00,0.00,MI,"27,611.00",79,Jaime Blasques,
*,I0ETI29233-1,LIB NP5,OE00049463,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0048B,ETIQ. 50036717 VANISH WHITE 3.8 L. FTE.,C, 22/01/24, 22/01/24, 19/02/24, 19/02/24,19/02/2024,,,23,-5,50.00,0.00,50.00,0.00,MI,"18,033.00",79,Jaime Blasques,
*,I0ETI29234-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0056A,ETIQ 3152624 LYSOL PODERMARINO 820ML REV,C, 22/01/24, 22/01/24, 28/02/24, 28/02/24,28/02/2024,,,23,-14,60.00,0.00,60.00,0.00,MI,"5,196.00",79,Jaime Blasques,
*,I0ETI29238-1,RETENIDO,OE00049470,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0058A,ETIQ. 3155252 LYSOL CITRICO 1.75 L. REV,C, 22/01/24, 22/01/24, 28/02/24, 28/02/24,28/02/2024,,,23,-14,50.00,0.00,50.00,0.00,MI,"7,529.50",79,Jaime Blasques,
*,I0ETI29240-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0027C,ETIQ. 50036799 VANISH PINK 420 ML. FTE.,C, 22/01/24, 22/01/24, 28/02/24, 28/02/24,28/02/2024,,,23,-14,600.00,0.00,600.00,0.00,MI,"136,380.00",79,Jaime Blasques,
,I0ETI29579-5,PT,OE00049345,M0549197-225,65.09,702.972,0.225,158.1687,SU5300P,BACHOCO (MERIDAII),03362I0468A,ET. SMO 4571 BONELESS BUFALO 8.4KG,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,17/2/2024,12/2/2024,15,-4,10.00,0.00,10.00,10.00,MI,"2,754.00",59,Cynthia Garay,
*,I0ETI29255-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0046B,ETIQ. 50036798 VANISH PINK 3.8 L. FTE.,C, 22/01/24, 22/01/24, 28/02/24, 28/02/24,28/02/2024,,,23,-14,50.00,0.00,50.00,0.00,MI,"18,033.00",79,Jaime Blasques,
*,I0ETI29256-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0006C,ETIQ. 50036800 VANISH PINK 450 ML. REV.,C, 22/01/24, 22/01/24, 28/02/24, 28/02/24,28/02/2024,,,23,-14,500.00,0.00,500.00,0.00,MI,"36,440.00",79,Jaime Blasques,
*,I0ETI29257-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0006C,ETIQ. 50036800 VANISH PINK 450 ML. REV.,C, 22/01/24, 22/01/24, 11/03/24, 11/03/24,11/03/2024,,,23,-26,500.00,0.00,500.00,0.00,MI,"36,440.00",79,Jaime Blasques,
*,I0ETI29261-1,RETENIDO,,,,,,,CT9222P,RECKITT BENCKISER MEXICO,09222I0057A,ETIQ. 3155251 LYSOL CITRICO 1.75 L. FTE,C, 22/01/24, 22/01/24, 28/02/24, 28/02/24,28/02/2024,,,23,-14,60.00,0.00,60.00,0.00,MI,"30,313.80",79,Jaime Blasques,
,I0ETI29579-6,PT,OE00049346,M0549197-225,65.088,702.9504,0.225,158.16384,SU5300P,BACHOCO (MERIDAII),05300I0035B,SMO CUBITOS EMPANIZADOS 5632 TIF 97-B,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,,12/2/2024,15,-4,10.00,0.00,10.00,10.00,MI,"2,754.00",59,Cynthia Garay,
,I0ETI29579-7,LIB XL,OE00049350,M0549197-225,65.09,2811.888,0.225,632.6748,SU5300P,BACHOCO (MERIDAII),03362I0394A,ET. SMO TROZOS PECHUGA EMPANIZ. 1.2 KG 5,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,17/2/2024,,15,-4,40.00,0.00,40.00,34.00,MI,"11,016.00",59,Cynthia Garay,
,I0ETI29579-8,PT,OE00049352,M0549197-225,65.09,702.972,0.225,158.1687,SU5300P,BACHOCO (MERIDAII),03362I0463A,ET. SMO 4550 FILETE MEZQUITE  8.4KG,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,,12/2/2024,15,-4,10.00,0.00,10.00,10.00,MI,"2,754.00",59,Cynthia Garay,
,I0ETI29579-9,PT,OE00049354,M0549197-225,65.09,2811.888,0.225,632.6748,SU5300P,BACHOCO (MERIDAII),03362I0451A,ET. SMO 4728  ALITAS PICOSITAS 12.24KG,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24, 19/02/24,,12/02//24,15,-4,40.00,0.00,40.00,40.00,MI,"11,016.00",59,Cynthia Garay,
,I0ETI29639-2,SOLO FACT,,M0151319-220,26.5,286.2,0.22,62.964,N11200P,TIENDAS SORIANA,00742I0273A,ETIQ. TD BLANCA 2 3/4 X 3 1/8 R2000,C, 31/01/24, 31/01/24, 18/02/24, 17/02/24,N/A,,,14,-5,10.00,0.00,10.00,364.00,MI,800.00,79,Jaime Blasques,"NO SURTIR SOLO FACTURAR SUSTITUYE PEDIDO I0ETI28172 FACTURA EFV126673, SURTIR  Y EMBARCAR 00742I0273A-10  MILLARES"
*,I0ETI29283-1,PT,,,,,,,NE9798D,UNICAR PLASTICS,PL1069100,ETIQ. LASER 4 1/4 X 2 3/4 C100,C, 23/01/24, 23/01/24, 14/02/24, 14/02/24,14/02/2024,,,22,0,110.00,0.00,110.00,0.00,PQ,"16,433.49",182,Clelia Sanchez,PUEBLA FACTURAR Y EMBARCAR 18 FEB
*,I0ETI29304-1,RETENIDO,,,,,,,N11720P,JOSE LUIS QUIROGA PUENTE,M5642-ZM400-300S-SSI,SSI-ZM400-300S,C, 23/01/24, 23/01/24, 10/02/24, 10/02/24,10/02/2024,,,22,3,2.00,0.00,2.00,0.00,PZ,"11,136.13",59,Cynthia Garay,
,I0ETI29184-1,MP,,M4800002-216,119.0625,13573.125,0.216,2931.795,NE7176D,MEGA ALIMENTOS,07176I0036A,MANGA EMCIN0109 MAYONESA MEGASUPREM 180G,E, 19/01/24, 19/01/24, 18/02/24, 17/02/24, 19/02/24,,,26,-5,100.00,0.00,100.00,0.00,MI,"39,918.48",79,Jaime Blasques,
,I0ETI29587-1,SUAJE,,suaje,0,0,0,0,NA7446D,NATIONAL POS PAPER LLC,SUAJE,CARGO POR SUAJE,C, 30/01/24, 30/01/24, 17/02/24, 17/02/24,N/A,,,15,-4,1.00,0.00,1.00,0.00,PZ,"6,008.00",178,#N/A,
,cs00005141-1,PLANEACION,OE00049519,M0151306-225,311.15,2016.252,0.225,453.6567,TTIJ,ALMACEN ETIQUETAS MONTERREY-MP,50000I0022B,ETIQ. TT 4X6 C/P R-1000 C-3 P-2076C (MOR,C, 12/02/24, 12/02/24, 19/02/24, 19/02/24, 21/02/24,,,2,-5,6.00,0.00,6.00,0.00,CJ,0.00,,#N/A,
,I0ETI29469-1,LIB NP4,OE00048898,M0549247-300,82.55,4457.7,0.3,1337.31,NE0969P,EMBOTELLADORA GEYSER,00969I0023E,ETIQ. DEL VALLE FRUT BIDON 5 LT.,B, 26/01/24, 26/01/24, 19/02/24, 19/02/24, 21/02/24,,,19,-5,50.00,0.00,50.00,0.00,MI,"49,000.00",79,Jaime Blasques,
,I0ETI29660-1,LIB FLXR,OE00049357,M0039145-230,3.7,303.696,0.23,69.85008,BA3362P,BACHOCO ( CELAYA ),03362B0005A,ETI. TERMICA FECHA DE CADUCIDAD,B, 01/02/24, 01/02/24, 19/02/24, 19/02/24, 21/02/24,,,13,-5,76.00,0.00,76.00,-160.00,MI,"1,858.96",59,Cynthia Garay,
,I0ETI29744-1,LIB NP3,OE00049235,M0151319-225,51.59,30087.288,0.225,6769.6398,CT8944P,TIENDAS TRES B,08944I0003A,ETIQ. TD 4 X 8 C/P R/500 C-3 GREEN,B, 06/02/24, 06/02/24, 19/02/24, 19/02/24, 21/02/24,16/2/2024,,8,-5,540.00,0.00,540.00,72.00,RL,"102,600.00",175,Anthuan Perez,fecha de entrega: 19 febrero
,I0ETI29744-2,LIB NP3,OE00049236,M0151319-225,51.59,30087.288,0.225,6769.6398,CT8944P,TIENDAS TRES B,08944I0002A,ETIQ. TD 4 X 8 C/P R/500 C-3 BLUE,B, 06/02/24, 06/02/24, 19/02/24, 19/02/24, 21/02/24,16/2/2024,,8,-5,540.00,0.00,540.00,12.00,RL,"102,600.00",175,Anthuan Perez,fecha de entrega: 19 febrero
,I0ETI29744-3,LIB NP3,OE00049237,M0151319-225,51.59,30087.288,0.225,6769.6398,CT8944P,TIENDAS TRES B,08944I0001A,ETIQ. TD 4X8 C/P R/500 C-3 AMARILLO,B, 06/02/24, 06/02/24, 19/02/24, 19/02/24, 21/02/24,16/2/2024,,8,-5,540.00,0.00,540.00,12.00,RL,"102,600.00",175,Anthuan Perez,fecha de entrega: 19 febrero
,I0ETI29744-4,LIB FLXR,OE00049238,M0151319-225,51.59,30087.288,0.225,6769.6398,CT8944P,TIENDAS TRES B,08944B0001A,ETIQ. TD 4X8 C/P R/500 C-3,B, 06/02/24, 06/02/24, 19/02/24, 19/02/24, 21/02/24,16/2/2024,,8,-5,540.00,0.00,540.00,120.00,RL,"102,600.00",175,Anthuan Perez,fecha de entrega: 19 febrero
,I0ETI29766-1,PDT X DISEÑO,,M0151318-254,19.84,257.1264,0.254,65.3101056,NA7446D,NATIONAL POS PAPER LLC,07446D0093A,"ETIQ. BOPP GLOSSY 2"" x 3"" R-1000 C-3",D, 06/02/24, 06/02/24, 19/02/24, 19/02/24, 21/02/24,,,8,-5,12.00,0.00,12.00,0.00,MI,"3,769.09",178,#N/A,
,CS00005137-1,PT,OE00049428,M0039145-335,19.844,1371.61728,0.335,459.4917888,BCEL,ALMACEN ETIQUETAS MONTERREY-MP,03362B0007A,ETIQ. TERMICA 3x3” S/SEG BLANCA,B, 10/02/24, 10/02/24, 20/02/24, 20/02/24, 22/02/24,,12/2/2024,4,-6,64.00,0.00,64.00,518.00,MI,"9,738.92",,#N/A,
,CS00005137-2,LIB FLXR ,OE00049429,M0039145-230,3.7,543.456,0.23,124.99488,BCEL,ALMACEN ETIQUETAS MONTERREY-MP,03362B0005A,ETI. TERMICA FECHA DE CADUCIDAD,B, 10/02/24, 10/02/24, 20/02/24, 20/02/24, 22/02/24,,,4,-6,136.00,0.00,136.00,-160.00,MI,"3,150.90",,#N/A,
,CS00005137-3,MP,OE00049430,M0039145-325,37.042,4000.536,0.325,1300.1742,BCEL,ALMACEN ETIQUETAS MONTERREY-MP,03362B0003A,ETIQ. BCA. TOTE 4 X 4 1/4 RESPALDO LAM,B, 10/02/24, 10/02/24, 20/02/24, 20/02/24, 22/02/24,,,4,-6,100.00,0.00,100.00,-198.00,MI,"29,605.10",,#N/A,
